Date,Author ID,Content,URL
2024-12-11 22:05:00+00:00,1338044673860935680,"おはみみるん🌸
みみるラボ🥰
""一目でわかる昨晩のS&amp;P500""
ステートストリートセクター別ETF参照
良かったセクター
一般消費財✨

S&amp;P500は243銘柄半数の上昇
上昇トップ $AVGO +6.6% $AAPL とのAI半導体開発提携
$TSLA +5.9% $GOOGL と主力ハイエク上昇続く
$CVS $UNH とヘルスケア大幅安

#米国株 https://t.co/KAcqh8jzR8",https://twitter.com/i/web/status/1866967446256591223
2024-12-11 22:04:47+00:00,4870230854,"RT @JimDaBink: Does the arrest of Luigi  seem too neatly tied up in a bow ?

🚨Too many thing just  dont add up.
Class Valedictorian
From fa…",https://twitter.com/i/web/status/1866967393257541733
2024-12-11 22:03:08+00:00,1041286507607121920,RT @MrKaye3: Vendredi 13 c’est rap garçon unh 🔥,https://twitter.com/i/web/status/1866966978545537400
2024-12-11 22:02:57+00:00,1064984473501077504,RT @0xHorseman: $UNH getting hit today on nothing. Opportunities incoming. 🎉,https://twitter.com/i/web/status/1866966931066192298
2024-12-11 22:02:48+00:00,1806236138300157952,"#stocks Most profitable trading community around....

Discord Link Here ➡️https://t.co/kuJ1UZ0qxs

$C $CVX $ABBV $MO $ABT $WFC $UNH $PEP $MRK $TGT $MMM $TMO https://t.co/KqqpoZK62y",https://twitter.com/i/web/status/1866966891446800691
2024-12-11 22:02:42+00:00,1453043523603734536,"@mmpadellan @Jean40402780 Yeah, true. So tell that to the 45,000 who die yearly bc of denial of coverage by UNH they paid for. This shit doesn’t stop. That’s why screwed desperate people take their own action. Under MAHA it will only be worse.",https://twitter.com/i/web/status/1866966867182751958
2024-12-11 22:02:28+00:00,1635850910654922757,"Survey says Manchester residents support zoning ordinance changes, more housing

A report released Wednesday by the UNH Survey Center shows support for proposed zoning ordinance changes in Manchester, with 77% of city residents saying more housing is nee… https://t.co/Y3GX0xetJm",https://twitter.com/i/web/status/1866966808063840638
2024-12-11 22:01:46+00:00,1263783985911652352,RT @MrKaye3: Vendredi 13 c’est rap garçon unh 🔥,https://twitter.com/i/web/status/1866966633711014285
2024-12-11 22:01:27+00:00,1146471435893915648,"Schlotterbeck c’est un démon unh 
Sa blessure c’est vraiment n’importe quoi😪",https://twitter.com/i/web/status/1866966553800884232
2024-12-11 22:01:20+00:00,1849946389352001536,Updates on Bottom Market Movers. $TPL $CVS $UBER $UNH $CI https://t.co/Ezw2Mu3ULT,https://twitter.com/i/web/status/1866966522104525035
2024-12-11 22:01:12+00:00,1515456938611552261,I was tempted to buy $UNH at close. Overreaction to the news coming out. Didn't buy cause the chart is looking pretty ugly.,https://twitter.com/i/web/status/1866966491196952788
2024-12-11 22:00:12+00:00,1813240481700323328,"@RobertMSterling It can be said that Luigi Mangione didn't see UNH CEO Brian Thompson as a hero either. He viewed him as a ""vulture"" who did not care about his customer's outcomes &amp; cared only about company profits. 

Claims denied have gone up 30% since they started using Ai to judge. Hmmm 🤔",https://twitter.com/i/web/status/1866966239320609231
2024-12-11 22:00:11+00:00,1632135488986382341,RT @MrKaye3: Vendredi 13 c’est rap garçon unh 🔥,https://twitter.com/i/web/status/1866966235256115359
2024-12-11 22:00:07+00:00,1632135488986382341,Vendredi 13 c’est rap garçon unh 🔥 https://t.co/whvkUsw0RM,https://twitter.com/i/web/status/1866966219506463150
2024-12-11 22:00:02+00:00,1466729451019194373,"医療保険会社の利益の源泉の1つ、薬剤給付管理業務とより広範なヘルスケアの垂直統合を制限するこの法案を起草中と。
ユナイテッド・ヘルスG $UNH のビジネスに逆風が吹きまくっています。昨晩▲5.6%😭😭

Lawmakers Eye Bill Forcing Drug Middlemen to Sell Pharmacies https://t.co/xk451Lx5Jz",https://twitter.com/i/web/status/1866966195729293689
2024-12-11 21:59:55+00:00,229050933,"📈 S&amp;P500 market movers &amp; their Smart Scores

🔽 Top Losers:
$TPL -6.87% | 3.2/5
$CVS -6.15% | 3.8/5
$UBER -5.82% | 3.0/5
$UNH -5.60% | 3.2/5
$CI -5.57% | 3.4/5
$WBA -5.57% | 3.4/5
$SMCI -5.55% | 3.4/5
$HSY -5.44% | 3.2/5
$MTCH -4.75% | 2.4/5
$LDOS -4.13% | 3.2/5 https://t.co/mnpxOPlq7R",https://twitter.com/i/web/status/1866966166834647125
2024-12-11 21:59:54+00:00,358358715,@Arturojrobles Arturito que opinas de UNH y HUM?,https://twitter.com/i/web/status/1866966163344761249
2024-12-11 21:59:53+00:00,1813240481700323328,"It can be said that Luigi Mangione didn't see UNH CEO Brian Thompson as a hero either. He viewed him as a ""vulture"" who did not care about his customer's outcomes &amp; cared only about company profits. 

Claims denied have gone up 30% since they started using Ai to judge. Hmmm 🤔 https://t.co/R8B7ArwUzv",https://twitter.com/i/web/status/1866966158316015968
